High_code
14	S5M	4	7	135.154	0.083	0.178288	1000	0.3	-0.001	2	1	0	0.2	0.002	0.004	0.01	0.0233	0.13	0.33333	3.66	0.05
15	S5H	8	50	149.979	0.063	0.253968	1000	0.3	-0.001	2	1	0	0.2	0.0015	0.003	0.0075	0.0175	0.101538	0.33333	3.66	0.05
16	C1L	1	3	59.0551	0.125	0.120482	1000	0.5	-0.001	3	1	0.4	0.2	0.005	0.0087	0.0233	0.06	0.2	0.33333	3.05	0.07
17	C1M	4	7	105.892	0.104	0.183254	1000	0.5	-0.001	3	1	0.4	0.2	0.0033	0.0058	0.0156	0.04	0.15	0.33333	3.05	0.07
18	C1H	8	50	123.77	0.049	0.251244	1000	0.5	-0.001	3	1	0.4	0.2	0.0025	0.0043	0.0117	0.03	0.120833	0.33333	3.05	0.07
19	C2L	1	3	73.8189	0.2	0.107143	1000	0.4	-0.001	2.5	1	0.4	0.2	0.004	0.0084	0.0232	0.06	0.175	0.33333	3.05	0.07
20	C2M	4	7	177.804	0.167	0.16669	1000	0.4	-0.001	2.5	1	0.4	0.2	0.0027	0.0056	0.0154	0.04	0.112	0.33333	3.05	0.07
21	C2H	8	50	191.02	0.127	0.230284	1000	0.4	-0.001	2.5	1	0.4	0.2	0.002	0.0042	0.0116	0.03	0.0908333	0.33333	3.05	0.07
22	C3L	1	3	73.8189	0.1	0.121951	1000	0.3	-0.001	2.25	1	0.4	0.2	0.003	0.006	0.015	0.035	0.175	0.33333	3.05	0.07
23	C3M	4	7	176.739	0.083	0.194625	1000	0.3	-0.001	2.25	1	0.4	0.2	0.002	0.004	0.01	0.0233	0.112	0.33333	3.05	0.07
24	C3H	8	50	188.236	0.063	0.277192	1000	0.3	-0.001	2.25	1	0.4	0.2	0.0015	0.003	0.0075	0.0175	0.0908333	0.33333	3.05	0.07
25	PC1	1	50	12.3031	0.3	0.0909091	1000	0.4	-0.001	2	1	0.1	0.2	0.004	0.007	0.0187	0.0525	0.35	0.33333	4.57	0.07
26	PC2L	1	3	73.8189	0.2	0.0909091	1000	0.4	-0.001	2	1	0.1	0.2	0.004	0.0069	0.0187	0.0525	0.175	0.33333	3.05	0.07
27	PC2M	4	7	177.804	0.167	0.142393	1000	0.4	-0.001	2	1	0.1	0.2	0.0027	0.0046	0.0125	0.035	0.112	0.33333	3.05	0.07
28	PC2H	8	50	191.02	0.127	0.2	1000	0.4	-0.001	2	1	0.1	0.2	0.002	0.0035	0.0094	0.0263	0.0908333	0.33333	3.05	0.07
29	RM1L	1	3	73.9112	0.267	0.0905686	1000	0.4	-0.001	2	1	0.1	0.2	0.004	0.0069	0.0187	0.0525	0.175	0.33333	3.05	0.1
30	RM1M	4	50	178.128	0.222	0.142268	1000	0.4	-0.001	2	1	0.1	0.2	0.0027	0.0046	0.0125	0.035	0.112	0.33333	3.05	0.1
31	RM2L	1	3	73.9112	0.267	0.0905686	1000	0.4	-0.001	2	1	0.1	0.2	0.004	0.0069	0.0187	0.0525	0.175	0.33333	3.05	0.1
32	RM2M	4	7	178.128	0.222	0.142268	1000	0.4	-0.001	2	1	0.1	0.2	0.0027	0.0046	0.0125	0.035	0.112	0.33333	3.05	0.1
33	RM2H	8	50	190.644	0.169	0.2	1000	0.4	-0.001	2	1	0.1	0.2	0.002	0.0035	0.0094	0.0263	0.0908333	0.33333	3.05	0.1
34	URML	1	2	12.3031	0.2	0.111111	1000	0.3	-0.001	2	1	0.1	0.2	0.003	0.006	0.015	0.035	0.35	0.33333	4.57	0.1
35	URMM	3	50	81.939	0.111	0.175325	1000	0.3	-0.001	2	1	0.1	0.2	0.002	0.004	0.01	0.0233	0.166667	0.33333	3.56	0.1
36	MH	1	50	32.8084	0.15	0.0909091	1000	0.4	-0.001	2	1	0.1	0.2	0.004	0.008	0.024	0.07	0.35	0.33333	3.05	0.05
Low_code
1	W1	1	50	18.4547	0.2	0.117647	1000	0.4	-0.001	3	1	0.1	0.2	0.004	0.0099	0.0306	0.075	0.35	0.33333	4.27	0.1
2	W2	1	50	55.3642	0.1	0.109589	1000	0.3	-0.001	2.5	1	0.1	0.2	0.004	0.0099	0.0306	0.075	0.2	0.33333	3.66	0.1
3	S1L	1	3	39.0551	0.062	0.141317	1000	1	-0.001	3	1	0	0.2	0.006	0.0096	0.0203	0.05	0.25	0.33333	3.66	0.05
4	S1M	4	7	52.3443	0.039	0.22	1000	1	-0.001	3	1	0	0.2	0.004	0.0064	0.0135	0.0333	0.216	0.33333	3.66	0.05
5	S1H	8	50	61.9468	0.024	0.312858	1000	1	-0.001	3	1	0	0.2	0.003	0.0048	0.0101	0.025	0.17	0.33333	3.66	0.05
6	S2L	1	3	55.3642	0.1	0.113475	1000	0.3	-0.001	2	1	0	0.2	0.005	0.008	0.02	0.05	0.2	0.33333	3.66	0.05
7	S2M	4	7	75.3316	0.083	0.179985	1000	0.3	-0.001	2	1	0	0.2	0.0033	0.0053	0.0133	0.0333	0.172	0.33333	3.66	0.05
8	S2H	8	50	84.2668	0.063	0.254625	1000	0.3	-0.001	2	1	0	0.2	0.0025	0.004	0.01	0.025	0.136154	0.33333	3.66	0.05
9	S3	1	50	13.841	0.1	0.113475	1000	1	-0.001	2	1	0	0.2	0.004	0.0064	0.0161	0.0438	0.4	0.33333	4.57	0.05
10	S4L	1	3	70.8661	0.08	0.127551	1000	0.3	-0.001	2.25	1	0	0.2	0.004	0.0064	0.0161	0.0438	0.175	0.33333	3.66	0.05
11	S4M	4	7	137.385	0.067	0.187909	1000	0.3	-0.001	2.25	1	0	0.2	0.0027	0.0043	0.0107	0.0292	0.13	0.33333	3.66	0.05
12	S4H	8	50	152.114	0.051	0.266676	1000	0.3	-0.001	2.25	1	0	0.2	0.002	0.0032	0.008	0.0219	0.101538	0.33333	3.66	0.05
13	S5L	1	3	73.8189	0.1	0.111111	1000	0.3	-0.001	2	1	0	0.2	0.003	0.006	0.015	0.035	0.175	0.33333	3.66	0.05
14	S5M	4	7	135.154	0.083	0.178288	1000	0.3	-0.001	2	1	0	0.2	0.002	0.004	0.01	0.0233	0.13	0.33333	3.66	0.05
15	S5H	8	50	149.979	0.063	0.253968	1000	0.3	-0.001	2	1	0	0.2	0.0015	0.003	0.0075	0.0175	0.101538	0.33333	3.66	0.05
16	C1L	1	3	58.5827	0.062	0.147163	1000	0.5	-0.001	3	1	0.4	0.2	0.005	0.008	0.02	0.05	0.2	0.33333	3.05	0.07
17	C1M	4	7	105.892	0.052	0.223938	1000	0.5	-0.001	3	1	0.4	0.2	0.0033	0.0053	0.0133	0.0333	0.15	0.33333	3.05	0.07
18	C1H	8	50	122.457	0.024	0.312181	1000	0.5	-0.001	3	1	0.4	0.2	0.0025	0.004	0.01	0.025	0.120833	0.33333	3.05	0.07
19	C2L	1	3	73.8189	0.1	0.130435	1000	0.3	-0.001	2.5	1	0.4	0.2	0.004	0.0076	0.0197	0.05	0.175	0.33333	3.05	0.07
20	C2M	4	7	176.739	0.083	0.206088	1000	0.3	-0.001	2.5	1	0.4	0.2	0.0027	0.0051	0.0132	0.0333	0.112	0.33333	3.05	0.07
21	C2H	8	50	188.236	0.063	0.292888	1000	0.3	-0.001	2.5	1	0.4	0.2	0.002	0.0038	0.0099	0.025	0.0908333	0.33333	3.05	0.07
22	C3L	1	3	73.8189	0.1	0.121951	1000	0.3	-0.001	2.25	1	0.4	0.2	0.003	0.006	0.015	0.035	0.175	0.33333	3.05	0.07
23	C3M	4	7	176.739	0.083	0.194625	1000	0.3	-0.001	2.25	1	0.4	0.2	0.002	0.004	0.01	0.0233	0.112	0.33333	3.05	0.07
24	C3H	8	50	188.236	0.063	0.277192	1000	0.3	-0.001	2.25	1	0.4	0.2	0.0015	0.003	0.0075	0.0175	0.0908333	0.33333	3.05	0.07
25	PC1	1	50	12.3031	0.15	0.111111	1000	0.3	-0.001	2	1	0.1	0.2	0.004	0.0064	0.0161	0.0438	0.35	0.33333	4.57	0.07
26	PC2L	1	3	73.8189	0.1	0.111111	1000	0.3	-0.001	2	1	0.1	0.2	0.004	0.0064	0.0161	0.0438	0.175	0.33333	3.05	0.07
27	PC2M	4	7	176.739	0.083	0.179002	1000	0.3	-0.001	2	1	0.1	0.2	0.0027	0.0043	0.0107	0.0292	0.112	0.33333	3.05	0.07
28	PC2H	8	50	188.236	0.063	0.256569	1000	0.3	-0.001	2	1	0.1	0.2	0.002	0.0032	0.008	0.0219	0.0908333	0.33333	3.05	0.07
29	RM1L	1	3	73.6344	0.133	0.111947	1000	0.3	-0.001	2	1	0.1	0.2	0.004	0.0064	0.0161	0.0438	0.175	0.33333	3.05	0.1
30	RM1M	4	50	175.584	0.111	0.178571	1000	0.3	-0.001	2	1	0.1	0.2	0.0027	0.0043	0.0107	0.0292	0.112	0.33333	3.05	0.1
31	RM2L	1	3	73.6344	0.133	0.111947	1000	0.3	-0.001	2	1	0.1	0.2	0.004	0.0064	0.0161	0.0438	0.175	0.33333	3.05	0.1
32	RM2M	4	7	175.584	0.111	0.178571	1000	0.3	-0.001	2	1	0.1	0.2	0.0027	0.0043	0.0107	0.0292	0.112	0.33333	3.05	0.1
33	RM2H	8	50	191.772	0.085	0.247059	1000	0.3	-0.001	2	1	0.1	0.2	0.002	0.0032	0.008	0.0219	0.0908333	0.33333	3.05	0.1
34	URML	1	2	12.3031	0.2	0.111111	1000	0.3	-0.001	2	1	0.1	0.2	0.003	0.006	0.015	0.035	0.35	0.33333	4.57	0.1
35	URMM	3	50	81.939	0.111	0.175325	1000	0.3	-0.001	2	1	0.1	0.2	0.002	0.004	0.01	0.0233	0.166667	0.33333	3.56	0.1
36	MH	1	50	32.8084	0.15	0.0909091	1000	0.4	-0.001	2	1	0.1	0.2	0.004	0.008	0.024	0.07	0.35	0.33333	3.05	0.05
Pre_code
1	W1	1	50	18.4547	0.2	0.117647	1000	0.3	-0.001	3	1	0.1	0.2	0.0032	0.0079	0.0245	0.06	0.35	0.33333	4.27	0.1
2	W2	1	50	55.3642	0.1	0.109589	1000	0.2	-0.001	2.5	1	0.1	0.2	0.0032	0.0079	0.0245	0.06	0.2	0.33333	3.66	0.1
3	S1L	1	3	39.0551	0.062	0.116315	1000	1	-0.001	3	1	0	0.2	0.0048	0.0076	0.0162	0.04	0.25	0.33333	3.66	0.05
4	S1M	4	7	52.3443	0.039	0.179959	1000	1	-0.001	3	1	0	0.2	0.0032	0.0051	0.0108	0.0267	0.216	0.33333	3.66	0.05
5	S1H	8	50	61.9468	0.024	0.254113	1000	1	-0.001	3	1	0	0.2	0.0024	0.0038	0.0081	0.02	0.17	0.33333	3.66	0.05
6	S2L	1	3	55.3642	0.1	0.0930233	1000	0.2	-0.001	2	1	0	0.2	0.004	0.0064	0.016	0.04	0.2	0.33333	3.66	0.05
7	S2M	4	7	75.3316	0.083	0.145601	1000	0.2	-0.001	2	1	0	0.2	0.0027	0.0043	0.0107	0.0267	0.172	0.33333	3.66	0.05
8	S2H	8	50	84.2668	0.063	0.203594	1000	0.2	-0.001	2	1	0	0.2	0.002	0.0032	0.008	0.02	0.136154	0.33333	3.66	0.05
9	S3	1	50	13.841	0.1	0.0930233	1000	1	-0.001	2	1	0	0.2	0.0032	0.0051	0.0128	0.035	0.4	0.33333	4.57	0.05
10	S4L	1	3	70.8661	0.08	0.104167	1000	0.2	-0.001	2.25	1	0	0.2	0.0032	0.0051	0.0128	0.035	0.175	0.33333	3.66	0.05
11	S4M	4	7	137.385	0.067	0.15273	1000	0.2	-0.001	2.25	1	0	0.2	0.0021	0.0034	0.0086	0.0233	0.13	0.33333	3.66	0.05
12	S4H	8	50	152.114	0.051	0.214512	1000	0.2	-0.001	2.25	1	0	0.2	0.0016	0.0026	0.0064	0.0175	0.101538	0.33333	3.66	0.05
13	S5L	1	3	73.8189	0.1	0.111111	1000	0.2	-0.001	2	1	0	0.2	0.0024	0.0048	0.012	0.028	0.175	0.33333	3.66	0.05
14	S5M	4	7	135.154	0.083	0.178288	1000	0.2	-0.001	2	1	0	0.2	0.0016	0.0032	0.008	0.0187	0.13	0.33333	3.66	0.05
15	S5H	8	50	149.979	0.063	0.253968	1000	0.2	-0.001	2	1	0	0.2	0.0012	0.0024	0.006	0.014	0.101538	0.33333	3.66	0.05
16	C1L	1	3	58.5827	0.062	0.121454	1000	0.5	-0.001	3	1	0.4	0.2	0.004	0.0064	0.016	0.04	0.2	0.33333	3.05	0.07
17	C1M	4	7	105.892	0.052	0.182965	1000	0.5	-0.001	3	1	0.4	0.2	0.0027	0.0043	0.0107	0.0267	0.15	0.33333	3.05	0.07
18	C1H	8	50	122.457	0.024	0.253939	1000	0.5	-0.001	3	1	0.4	0.2	0.002	0.0032	0.008	0.02	0.120833	0.33333	3.05	0.07
19	C2L	1	3	73.8189	0.1	0.107143	1000	0.2	-0.001	2.5	1	0.4	0.2	0.0032	0.0061	0.0158	0.04	0.175	0.33333	3.05	0.07
20	C2M	4	7	176.739	0.083	0.167336	1000	0.2	-0.001	2.5	1	0.4	0.2	0.0021	0.0041	0.0105	0.0267	0.112	0.33333	3.05	0.07
21	C2H	8	50	188.236	0.063	0.236398	1000	0.2	-0.001	2.5	1	0.4	0.2	0.0016	0.0031	0.0079	0.02	0.0908333	0.33333	3.05	0.07
22	C3L	1	3	73.8189	0.1	0.121951	1000	0.2	-0.001	2.25	1	0.4	0.2	0.0024	0.0048	0.012	0.028	0.175	0.33333	3.05	0.07
23	C3M	4	7	176.739	0.083	0.194625	1000	0.2	-0.001	2.25	1	0.4	0.2	0.0016	0.0032	0.008	0.0187	0.112	0.33333	3.05	0.07
24	C3H	8	50	188.236	0.063	0.277192	1000	0.2	-0.001	2.25	1	0.4	0.2	0.0012	0.0024	0.006	0.014	0.0908333	0.33333	3.05	0.07
25	PC1	1	50	12.3031	0.15	0.0909091	1000	0.2	-0.001	2	1	0.1	0.2	0.0032	0.0051	0.0128	0.035	0.35	0.33333	4.57	0.07
26	PC2L	1	3	73.8189	0.1	0.0909091	1000	0.2	-0.001	2	1	0.1	0.2	0.0032	0.0051	0.0128	0.035	0.175	0.33333	3.05	0.07
27	PC2M	4	7	176.739	0.083	0.144578	1000	0.2	-0.001	2	1	0.1	0.2	0.0021	0.0034	0.0086	0.0233	0.112	0.33333	3.05	0.07
28	PC2H	8	50	188.236	0.063	0.204835	1000	0.2	-0.001	2	1	0.1	0.2	0.0016	0.0026	0.0064	0.0175	0.0908333	0.33333	3.05	0.07
29	RM1L	1	3	73.6344	0.133	0.0915926	1000	0.2	-0.001	2	1	0.1	0.2	0.0032	0.0051	0.0128	0.035	0.175	0.33333	3.05	0.1
30	RM1M	4	50	175.584	0.111	0.144628	1000	0.2	-0.001	2	1	0.1	0.2	0.0021	0.0034	0.0086	0.0233	0.112	0.33333	3.05	0.1
31	RM2L	1	3	73.6344	0.133	0.0915926	1000	0.2	-0.001	2	1	0.1	0.2	0.0032	0.0051	0.0128	0.035	0.175	0.33333	3.05	0.1
32	RM2M	4	7	175.584	0.111	0.144628	1000	0.2	-0.001	2	1	0.1	0.2	0.0021	0.0034	0.0086	0.0233	0.112	0.33333	3.05	0.1
33	RM2H	8	50	191.772	0.085	0.197647	1000	0.2	-0.001	2	1	0.1	0.2	0.0016	0.0026	0.0064	0.0175	0.0908333	0.33333	3.05	0.1
34	URML	1	2	12.3031	0.2	0.111111	1000	0.2	-0.001	2	1	0.1	0.2	0.0024	0.0048	0.012	0.028	0.35	0.33333	4.57	0.1
35	URMM	3	50	81.939	0.111	0.175325	1000	0.2	-0.001	2	1	0.1	0.2	0.0016	0.0032	0.008	0.0187	0.166667	0.33333	3.56	0.1
36	MH	1	50	32.8084	0.15	0.0909091	1000	0.4	-0.001	2	1	0.1	0.2	0.0032	0.0064	0.0192	0.056	0.35	0.33333	3.05	0.05
